CP003909.1 101 1657 chromosomalreplicationinitiatorproteindnaA gene-NGFG_00137
CP003909.1 1737 2840 DNApolymeraseIII%2Cbetasubunit gene-NGFG_00138
CP003909.1 2989 5046 polyphosphatekinase gene-NGFG_00139
CP003909.1 5215 5658 hypotheticalprotein gene-NGFG_00140
CP003909.1 6442 9078 leucyl-tRNAsynthetase gene-NGFG_00143
CP003909.1 11033 11488 hypotheticalprotein gene-NGFG_00147
CP003909.1 12362 12673 transcriptionalregulator gene-NGFG_00149
CP003909.1 14026 14376 preproteintranslocase%2CSecGsubunit gene-NGFG_00152
CP003909.1 14383 15156 triosephosphateisomerase gene-NGFG_00153
CP003909.1 15339 15842 GAFprotein gene-NGFG_00154
CP003909.1 15945 16601 protein-L-isoaspartateO-methyltransferase gene-NGFG_00155
CP003909.1 16724 17005 thiosulfatesulfurtransferase gene-NGFG_00156
CP003909.1 17268 19445 TonB-dependentsiderophorereceptor gene-NGFG_00157
CP003909.1 19708 20031 hypotheticalprotein gene-NGFG_00158
CP003909.1 20064 21035 ironchelateABCtransporter%2Cperiplasmicironchelate-bindingprotein gene-NGFG_00159
CP003909.1 21271 22227 AraCfamilytranscriptionalregulator gene-NGFG_00160
CP003909.1 22340 24355 prolyloligopeptidase gene-NGFG_00161
CP003909.1 24451 25761 amino-acidacetyltransferase gene-NGFG_00162
CP003909.1 25758 26186 hypotheticalprotein gene-NGFG_00163
CP003909.1 26260 26901 orotatephosphoribosyltransferase gene-NGFG_00164
CP003909.1 26963 27700 uracil-DNAglycosylase%2Cfamily4 gene-NGFG_00165
CP003909.1 27694 28134 ribosomal-protein-alanineacetyltransferase gene-NGFG_00166
CP003909.1 28131 28808 glycoprotease gene-NGFG_00167
CP003909.1 29944 31008 fructose-bisphosphatealdolase gene-NGFG_00169
CP003909.1 31202 32119 tyrosinerecombinasexerC gene-NGFG_00170
CP003909.1 32204 34117 1-deoxy-D-xylulose-5-phosphatesynthase gene-NGFG_00171
CP003909.1 34364 35692 (Dimethylallyl)adenosinetRNAmethylthiotransferasemiaB gene-NGFG_00172
CP003909.1 35895 36062 hypotheticalprotein gene-NGFG_02254
CP003909.1 36017 36412 hypotheticalprotein gene-NGFG_02255
CP003909.1 36476 37756 glutamate-1-semialdehyde2%2C1-aminomutase gene-NGFG_00174
CP003909.1 39054 39617 oligoribonuclease gene-NGFG_00175
CP003909.1 39635 40522 ribosomalproteinL11methyltransferase gene-NGFG_00176
CP003909.1 40626 41987 biotincarboxylase gene-NGFG_00177
CP003909.1 42099 42473 acetyl-CoAcarboxylase%2Cbiotincarboxylcarrierprotein gene-NGFG_00178
CP003909.1 42861 43901 S-adenosylmethionine:tRNAribosyltransferase-isomerase gene-NGFG_00180
CP003909.1 44102 47317 carbamoyl-phosphatesynthaselargechain gene-NGFG_00181
CP003909.1 47324 47872 hypotheticalprotein gene-NGFG_00182
CP003909.1 47875 48438 hypotheticalprotein gene-NGFG_00183
CP003909.1 49619 50008 DNA(Cytosine-5-)-methyltransferase gene-NGFG_00184
CP003909.1 50266 50550 glyoxalase gene-NGFG_00186
CP003909.1 50604 51737 carbamoyl-phosphatesynthasesmallchain gene-NGFG_00187
CP003909.1 56642 56827 hypotheticalprotein gene-NGFG_02257
CP003909.1 57946 59025 chromosomepartitioningATPase gene-NGFG_00189
CP003909.1 59399 59908 thioredoxin gene-NGFG_00190
CP003909.1 60249 60689 homoprotocatechuatedegradationoperonregulator%2CHpaR gene-NGFG_00192
CP003909.1 60804 61304 4-hydroxyphenylacetate3-monooxygenase%2Creductasecomponent gene-NGFG_00193
CP003909.1 61320 62015 sugar-phosphatetransferase gene-NGFG_00194
CP003909.1 62069 62479 membraneprotein gene-NGFG_00195
CP003909.1 62654 64330 formate-tetrahydrofolateligase gene-NGFG_00196
CP003909.1 64444 65535 GTP-bindingproteinYchF gene-NGFG_00197
CP003909.1 65809 67683 lipopolysaccharidebiosynthesisproteinWbpC gene-NGFG_00199
CP003909.1 67745 69040 tyrosyl-tRNAsynthetase gene-NGFG_00200
CP003909.1 69386 70072 opacityprotein gene-NGFG_02258
CP003909.1 70588 71508 riboflavinbiosynthesisproteinRibF gene-NGFG_00203
CP003909.1 71650 74439 isoleucyl-tRNAsynthetase gene-NGFG_00204
CP003909.1 74859 75542 opacityprotein gene-NGFG_02259
CP003909.1 76633 77127 lipoproteinsignalpeptidase gene-NGFG_00207
CP003909.1 77157 78125 4-hydroxy-3-methylbut-2-enyldiphosphatereductase gene-NGFG_00208
CP003909.1 78226 78675 transposase gene-NGFG_02260
CP003909.1 78881 79540 phosphoglycolatephosphatase gene-NGFG_00209
CP003909.1 82057 85491 DNApolymeraseIIIsubunitalpha gene-NGFG_00214
CP003909.1 86024 86257 ribosome-associatedprotein gene-NGFG_00217
CP003909.1 86235 86438 hypotheticalprotein gene-NGFG_00218
CP003909.1 86733 87569 PHPdomainprotein gene-NGFG_00219
CP003909.1 87621 88913 valine-pyruvateaminotransferase gene-NGFG_00220
CP003909.1 88969 90879 pilinglycosylationproteinPglD gene-NGFG_00221
CP003909.1 90927 92132 pilinglycosylationproteinPglC gene-NGFG_00222
CP003909.1 92233 93474 pilinglycosylationproteinPglB gene-NGFG_00223
CP003909.1 93642 95063 lipopolysaccharidebiosynthesistranslocase gene-NGFG_00224
CP003909.1 95258 96367 riboflavinbiosynthesisproteinRibD gene-NGFG_00225
CP003909.1 96399 96863 transcriptionalrepressorNrdR gene-NGFG_00226
CP003909.1 96892 97734 glutamineamidotransferase gene-NGFG_00227
CP003909.1 98473 99552 3-dehydroquinatesynthase gene-NGFG_00230
CP003909.1 99632 100144 shikimatekinase gene-NGFG_00231
CP003909.1 101092 103233 typeIVpilusbiogenesisandcompetenceproteinpilQ gene-NGFG_00232
CP003909.1 103252 103797 typeIVpilusassemblyproteinPilP gene-NGFG_00233
CP003909.1 103815 104462 typeIVpilusassemblyproteinPilO gene-NGFG_00234
CP003909.1 104463 105062 typeIVpilusassemblyproteinPilN gene-NGFG_00235
CP003909.1 105065 106180 typeIVpilusassemblyproteinPilM gene-NGFG_00236
CP003909.1 106332 108728 penicillin-bindingprotein1A gene-NGFG_00237
CP003909.1 108848 109477 ribosomebiogenesisGTP-bindingproteinYsxC gene-NGFG_00238
CP003909.1 109684 110307 cytochromec gene-NGFG_00239
CP003909.1 110522 112537 cytochromecbiogenesisprotein gene-NGFG_00240
CP003909.1 112530 113717 cytochromec-typebiogenesisproteinCcsB gene-NGFG_00241
CP003909.1 113833 114897 glycoprotease/Kae1familymetallohydrolase gene-NGFG_00242
CP003909.1 114942 115790 lipidAbiosynthesislauroylacyltransferase gene-NGFG_00243
CP003909.1 116181 117350 S-adenosylmethioninesynthase gene-NGFG_00245
CP003909.1 117415 118941 D-alanyl-D-alaninecarboxypeptidase/D-alanyl-D-alanine-endopeptidase gene-NGFG_00246
CP003909.1 118989 119555 oxidoreductase gene-NGFG_00247
CP003909.1 119933 121246 citratetransporter gene-NGFG_00249
CP003909.1 121514 122143 two-componentsystem%2COmpRfamily%2Cresponseregulator gene-NGFG_00250
CP003909.1 122156 123475 two-componentsystem%2COmpRfamily%2CsensorkinaseQseC gene-NGFG_00251
CP003909.1 123510 125003 cytoplasmicaxialfilamentprotein gene-NGFG_00252
CP003909.1 125222 125479 glutaredoxin gene-NGFG_00253
CP003909.1 125500 125943 protein-exportproteinsecB gene-NGFG_00254
CP003909.1 126029 128071 ATP-dependentDNAhelicaseRecG gene-NGFG_00255
CP003909.1 128665 129708 N-acetyl-gamma-glutamyl-phosphatereductase gene-NGFG_00256
CP003909.1 129705 129986 hypotheticalprotein gene-NGFG_00257
CP003909.1 130238 131392 Cupinfamilyprotein gene-NGFG_00259
CP003909.1 131401 131628 hypotheticalprotein gene-NGFG_00260
CP003909.1 132036 133310 ColicinVsecretionprotein gene-NGFG_00262
CP003909.1 133495 133842 hypotheticalprotein gene-NGFG_00263
CP003909.1 133856 134071 hypotheticalprotein gene-NGFG_00264
CP003909.1 135435 136661 virulencefactorBrkB gene-NGFG_00266
CP003909.1 136760 137140 Trprepressorbindingprotein gene-NGFG_02262
CP003909.1 137149 137808 queuosinebiosynthesisproteinQueC gene-NGFG_00267
CP003909.1 137836 138351 hypotheticalprotein gene-NGFG_00268
CP003909.1 138439 138861 queuosinebiosynthesisproteinQueD gene-NGFG_00269
CP003909.1 139127 139495 membraneprotein gene-NGFG_00270
CP003909.1 139492 140130 hypotheticalprotein gene-NGFG_00271
CP003909.1 140767 141852 beta-N-acetylhexosaminidase gene-NGFG_00272
CP003909.1 141909 143429 Na+:H+antiporter gene-NGFG_00273
CP003909.1 143632 145131 peptidaseDo gene-NGFG_00275
CP003909.1 145269 145931 endonucleaseIII gene-NGFG_00276
CP003909.1 145945 146559 membraneprotein gene-NGFG_00277
CP003909.1 146794 148017 glucose/galactosetransporterwarning gene-NGFG_02263
CP003909.1 148307 149686 Na+/H+antiporterNhaC gene-NGFG_00281
CP003909.1 149829 150653 magnesiumandcobalttransporter gene-NGFG_00282
CP003909.1 150655 151170 rRNAmaturationfactor gene-NGFG_00283
CP003909.1 151289 152224 porphobilinogendeaminase gene-NGFG_00284
CP003909.1 153058 153354 hypotheticalprotein gene-NGFG_02264
CP003909.1 153372 153827 hypotheticalprotein gene-NGFG_02265
CP003909.1 154135 155361 FAD-bindingprotein gene-NGFG_00286
CP003909.1 155552 156925 ATP-dependentRNAhelicase gene-NGFG_00287
CP003909.1 157139 158143 tRNA-dihydrouridinesynthaseB gene-NGFG_00289
CP003909.1 158332 158571 fisfamilytranscriptionalregulator%2Cfactorforinversionstimulationprotein gene-NGFG_00291
CP003909.1 158574 159110 crossoverjunctionendodeoxyribonucleaseruvC gene-NGFG_00292
CP003909.1 159149 160030 lipidAbiosynthesislauroylacyltransferase gene-NGFG_00293
CP003909.1 160935 161729 hypotheticalprotein gene-NGFG_00295
CP003909.1 161954 164557 aminopeptidaseN gene-NGFG_00297
CP003909.1 164619 165272 transposase gene-NGFG_02266
CP003909.1 166155 166493 hypotheticalprotein gene-NGFG_00300
CP003909.1 166538 166915 hypotheticalprotein gene-NGFG_00301
CP003909.1 166973 167338 hypotheticalprotein gene-NGFG_00302
CP003909.1 167320 167859 hypotheticalprotein gene-NGFG_00303
CP003909.1 167902 168768 hypotheticalprotein gene-NGFG_00304
CP003909.1 168988 169902 zinc/manganeseABCtransportersubstrate-bindingprotein gene-NGFG_00305
CP003909.1 169979 170854 zinc/manganeseABCtransporterpermease gene-NGFG_00306
CP003909.1 170889 171644 zinc/manganeseABCtransporterATP-bindingprotein gene-NGFG_00307
CP003909.1 171935 172300 50SribosomalproteinL19 gene-NGFG_00308
CP003909.1 172315 173064 tRNA(guanine-N(1)-)-methyltransferase gene-NGFG_00309
CP003909.1 173064 173573 ribosomematurationfactorrimM gene-NGFG_00310
CP003909.1 173589 173834 30SribosomalproteinS16 gene-NGFG_00311
CP003909.1 176420 177826 two-componentsystem%2COmpRfamily%2Csensorkinase gene-NGFG_00313
CP003909.1 177839 178516 two-componentsystem%2COmpRfamily%2Cresponseregulator gene-NGFG_00314
CP003909.1 178592 180520 O-antigenpolymerase gene-NGFG_00316
CP003909.1 180510 180863 hypotheticalprotein gene-NGFG_00317
CP003909.1 180872 181480 septumformationproteinMaf gene-NGFG_00318
CP003909.1 181524 182294 twinarginine-targetingproteintranslocaseTatC gene-NGFG_00319
CP003909.1 182307 182993 twinarginine-targetingproteintranslocaseTatB gene-NGFG_00320
CP003909.1 182997 183200 TatA/Efamilytwinarginine-targetingproteintranslocase gene-NGFG_00321
CP003909.1 183247 183570 purinenucleosidephosphoramidase gene-NGFG_00322
CP003909.1 183644 183967 phosphoribosyl-ATPpyrophosphatase gene-NGFG_00323
CP003909.1 184108 185172 zinc-bindingalcoholdehydrogenase gene-NGFG_00324
CP003909.1 185445 185894 transposase gene-NGFG_02267
CP003909.1 186038 187156 Histonedeacetylasefamilyprotein gene-NGFG_00325
CP003909.1 187287 187553 preproteintranslocase%2CYajCsubunit gene-NGFG_00326
CP003909.1 187764 189617 protein-exportmembraneproteinSecD gene-NGFG_00327
CP003909.1 189621 190556 protein-exportmembraneproteinSecF gene-NGFG_00328
CP003909.1 190761 191030 30SribosomalproteinS15 gene-NGFG_00329
CP003909.1 191140 192432 polyamineABCtransporter%2CATP-bindingprotein gene-NGFG_00330
CP003909.1 192448 192591 hypotheticalprotein gene-NGFG_02268
CP003909.1 192607 193572 putrescineABCtransporterpermease gene-NGFG_00331
CP003909.1 193572 194459 putrescineABCtransporterpermease gene-NGFG_00332
CP003909.1 194585 195880 oxidoreductase gene-NGFG_00333
CP003909.1 195974 197278 ammoniumtransporter gene-NGFG_00334
CP003909.1 197899 199158 transcriptionterminationfactorRho gene-NGFG_00335
CP003909.1 199379 201763 phosphoenolpyruvatesynthase gene-NGFG_00336
CP003909.1 202118 202771 transposase gene-NGFG_02269
CP003909.1 202897 203718 hypotheticalprotein gene-NGFG_00337
CP003909.1 203804 204466 phosphoglycolatephosphatase%2Cbacterial gene-NGFG_00338
CP003909.1 204504 205331 hypotheticalprotein gene-NGFG_00339
CP003909.1 205713 206336 outer-membranelipoproteincarrierprotein gene-NGFG_00340
CP003909.1 206609 207748 putrescineABCtransportersubstrate-bindingprotein gene-NGFG_00341
CP003909.1 208958 209488 hypotheticalprotein gene-NGFG_00343
CP003909.1 209862 211457 peptidechainreleasefactor3 gene-NGFG_00345
CP003909.1 211564 211959 phosphoribosyl-AMPcyclohydrolase gene-NGFG_00346
CP003909.1 211990 212757 imidazoleglycerolphosphatesynthasesubunithisF gene-NGFG_00347
CP003909.1 212770 213507 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamideisomerase gene-NGFG_00348
CP003909.1 213540 214178 imidazoleglycerolphosphatesynthasesubunithisH gene-NGFG_00349
CP003909.1 214308 215942 phosphateacetyltransferase gene-NGFG_00350
CP003909.1 215995 217053 Fe(3+)ionsimportATP-bindingproteinFbpC gene-NGFG_00351
CP003909.1 217074 218603 Fe(3+)-transportsystempermeasefbpB2 gene-NGFG_00352
CP003909.1 218659 219654 majorferriciron-bindingprotein gene-NGFG_00353
CP003909.1 220045 220386 hypotheticalprotein gene-NGFG_00355
CP003909.1 220444 221820 argininosuccinatelyase gene-NGFG_00356
CP003909.1 221839 222708 UTP-glucose-1-phosphateuridylyltransferase gene-NGFG_00357
CP003909.1 222736 223335 nucleoside-triphosphatase gene-NGFG_00358
CP003909.1 223328 223561 hypotheticalprotein gene-NGFG_00359
CP003909.1 223669 224202 inorganicpyrophosphatase gene-NGFG_00360
