NGFG_00137	NZ_AP023069.1	99.936	1557	1	0	1	1557	1	1557	0.0	2870
NGFG_00138	NZ_AP023069.1	100.000	1104	0	0	1	1104	1637	2740	0.0	2039
NGFG_00139	NZ_AP023069.1	99.951	2058	1	0	1	2058	4946	2889	0.0	3795
NGFG_00140	NZ_AP023069.1	100.000	444	0	0	1	444	5558	5115	0.0	821
NGFG_00141	NZ_AP023069.1	100.000	517	0	0	1	517	6081	5565	0.0	955
NGFG_00143	NZ_AP023069.1	99.924	2637	2	0	1	2637	6342	8978	0.0	4859
NGFG_00144	NZ_AP023069.1	99.874	793	0	1	1	793	9207	9998	0.0	1458
NGFG_00146	NZ_AP023069.1	100.000	800	0	0	1	800	10128	10927	0.0	1478
NGFG_00147	NZ_AP023069.1	100.000	456	0	0	1	456	10932	11387	0.0	843
NGFG_00149	NZ_AP023069.1	99.679	312	1	0	1	312	12572	12261	4.92e-164	571
NGFG_00150	NZ_AP023069.1	100.000	368	0	0	1	368	12936	12569	0.0	680
NGFG_06000	NZ_AP023069.1	100.000	86	0	0	1	86	13911	13826	1.04e-40	159
NGFG_00152	NZ_AP023069.1	100.000	351	0	0	1	351	14275	13925	0.0	649
NGFG_00153	NZ_AP023069.1	100.000	774	0	0	1	774	15055	14282	0.0	1430
NGFG_00154	NZ_AP023069.1	99.802	504	1	0	1	504	15238	15741	0.0	926
NGFG_00155	NZ_AP023069.1	100.000	657	0	0	1	657	15844	16500	0.0	1214
NGFG_00156	NZ_AP023069.1	100.000	282	0	0	1	282	16623	16904	4.51e-149	521
NGFG_00157	NZ_AP023069.1	99.633	2178	8	0	1	2178	19344	17167	0.0	3978
NGFG_00158	NZ_AP023069.1	100.000	324	0	0	1	324	19930	19607	2.35e-172	599
NGFG_00159	NZ_AP023069.1	100.000	972	0	0	1	972	20934	19963	0.0	1796
NGFG_00160	NZ_AP023069.1	99.687	957	3	0	1	957	21170	22126	0.0	1751
NGFG_00161	NZ_AP023069.1	99.901	2016	2	0	1	2016	24254	22239	0.0	3712
