# BLASTN 2.6.0+
# Query: NGFG_00137 chromosomal replication initiator protein dnaA
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00137	NC_003112.2	95.568	1557	69	0	1	1557	2005945	2004389	0.0	2494
# BLASTN 2.6.0+
# Query: NGFG_00138 DNA polymerase III%2C beta subunit
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00138	NC_003112.2	96.739	1104	36	0	1	1104	2004154	2003051	0.0	1840
# BLASTN 2.6.0+
# Query: NGFG_00139 polyphosphate kinase
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00139	NC_003112.2	94.275	2061	112	4	1	2058	2002040	1999983	0.0	3147
# BLASTN 2.6.0+
# Query: NGFG_00140 hypothetical protein
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00140	NC_003112.2	92.568	444	33	0	1	444	1999814	1999371	0.0	638
# BLASTN 2.6.0+
# Query: NGFG_00141 pseudogene
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00141	NC_003112.2	97.099	517	14	1	1	517	1999364	1998849	0.0	870
# BLASTN 2.6.0+
# Query: NGFG_00143 leucyl-tRNA synthetase
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00143	NC_003112.2	95.606	2640	110	3	1	2637	1998585	1995949	0.0	4228
# BLASTN 2.6.0+
# Query: NGFG_00144 pseudogene
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00144	NC_003112.2	96.469	793	26	2	1	793	1995815	1995025	0.0	1308
# BLASTN 2.6.0+
# Query: NGFG_00146 pseudogene
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# 0 hits found
# BLASTN 2.6.0+
# Query: NGFG_00147 hypothetical protein
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# 0 hits found
# BLASTN 2.6.0+
# Query: NGFG_00149 transcriptional regulator
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00149	NC_003112.2	96.498	257	9	0	1	257	1993426	1993170	4.25e-120	425
# BLASTN 2.6.0+
# Query: NGFG_00150 pseudogene
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00150	NC_003112.2	86.441	295	35	5	77	368	1993042	1992750	8.82e-88	318
# BLASTN 2.6.0+
# Query: NGFG_06000 tRNA-Leu
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_06000	NC_003112.2	100.000	86	0	0	1	86	1991838	1991753	1.09e-40	159
# BLASTN 2.6.0+
# Query: NGFG_00152 preprotein translocase%2C SecG subunit
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00152	NC_003112.2	97.721	351	8	0	1	351	1991739	1991389	5.75e-174	604
# BLASTN 2.6.0+
# Query: NGFG_00153 triosephosphate isomerase
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00153	NC_003112.2	98.966	774	8	0	1	774	1991382	1990609	0.0	1386
# BLASTN 2.6.0+
# Query: NGFG_00154 GAF protein
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00154	NC_003112.2	97.421	504	13	0	1	504	1990430	1989927	0.0	859
# BLASTN 2.6.0+
# Query: NGFG_00155 protein-L-isoaspartate O-methyltransferase
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NGFG_00155	NC_003112.2	92.061	655	52	0	1	655	1989824	1989170	0.0	922
# BLASTN 2.6.0+
# Query: NGFG_00156 thiosulfate sulfurtransferase
# Database: /home/isabel/Dokumente/ExpEvol/Ngo/dictionaries/Nmeningitidis_MC58/Nmeningitidis_MC58
